property_id,property_name_text,address_line1_text,city_name_text,state_code,zip_code,latitude,longitude,property_total_unit_count,owner_contact_email_text,mgmt_contact_email_text
800000127,AGAPE HOUSE                                       ,2100 Avenue H Ensley,BIRMINGHAM,AL,35218,33.5096117,-86.8957641,18,Kathie@aidsalabama.org,finney@aidsalabama.org
800000149,AUTUMN CHASE APTS.                                ,6617 Grelot Rd.,MOBILE,AL,36695,30.6600498,-88.1988915,120,BillW@spm.net,BarbaraR@SPM.net
800000134,AHEPA 310 IV Apartments                           ,100 AHEPA WAY,SARALAND,AL,36571,30.8008746,-88.07599499999999,50,coumanis@c-ylaw.com,sdzankovic@ahepaseniorliving.org
800000150,AVALON PARK APARTMENTS                            ,1901-J SHEFFIELD AVE,Muscle Shoals,AL,35661,34.7558704,-87.6412185,60,Angie.Beckman@irbymanagement.com,conner.webster@irbymanagement.com
800000137,ALAMEDA TERRACE APTS                              ,1750 Alameda Ct,Birmingham,AL,35211,33.4806769,-86.8636075,66,ari@marvemgmt.com,cfuller@cpmginc.net
800000151,SUNSET ON THE BAYOU                               ,2001 BRILL ROAD,MOBILE,AL,36605,30.6068106,-88.0846947,104,Rick.Wheat@patriotservices.org,bettyecooksey@asmauburn.com
800000154,BAPTIST RETIREMENT VILLAGE                        ,1315 Coats St,Gadsden,AL,35903,33.9973482,-85.9644495,55,Brandi.Clough@spm.net,baptistretirementmgr@spm.net
800000155,HUTTO TOWER                                       ,4426 WEST MAIN ST,DOTHAN,AL,36305,31.2374413,-85.4588917,98,CCrane@alsbom.org,CCrane@alsbom.org
800000152,BANKHEAD TOWERS                                   ,2300 5th Avenue North,BIRMINGHAM,AL,35203,33.5205001,-86.8039662,251,jason.acosta@nuveen.com,Jillian.Joseph@nuveen.com
800000159,BAYOU BEND II APARTMENTS                          ,1957 BRILL RD,MOBILE,AL,36605,30.6077375,-88.0835381,72,fsinito@mhmltd.com,sfrey@mhmltd.com
800000160,BAYOU PLAZA APARTMENTS                            ,600 South Bayou Street,MOBILE,AL,36603,30.6766565,-88.05341229999999,60,fsinito@mhmltd.com,sfrey@mhmltd.com
800000157,BAY MINETTE ROTARY VIL                            ,2211 MCMILLAN AVE,BAY MINETTE,AL,36507,30.907306,-87.79011229999999,50,heather.singleton@edwardjones.com,tsloan@mmiprops.com
800000153,BAPTIST OAKS                                      ,800 CONTI ST,MOBILE,AL,36602,30.6878265,-88.05291700000001,53,Billw@spm.net,Billw@spm.net
800000161,BEAVER DAM APARTMENTS                             ,100 Beaver Dam Street,ELBA,AL,36323,31.418476,-86.0894982,30,cotterent@adelphia.net,billw@spm.net
800000156,BARBOUR COUNTY APARTMENTS                         ,100 Milldrum Pl,Clayton,AL,36016,31.8692225,-85.46075499999999,44,Huffapts@mindspring.com,Huffapts@mindspring.com
800000162,BEECH CREEK APARTMENTS                            ,100 Beech Creek Ln,Selma,AL,36703,32.4376512,-87.0128146,80,jms@chlaw.com,Jeanettie.Singleton@spm.net
800000164,BIRMINGHAM TOWERS                                 ,2712 31st Ave N,Birmingham,AL,35207,33.5538295,-86.81612899999999,125,david.warren@st-residential.com,david.warren@st-residential.com
800000166,BONITA TERRACE APARTMENTS                         ,1300 HARGROVE RD,TUSCALOOSA,AL,35401,33.1934097,-87.555247,130,davidm@morrowrealty.com,matt@morrowrealty.com
800000167,BONNIE DOONE APARTMENTS                           ,100 Sanders St,ATHENS,AL,35611,34.8037187,-86.9776331,60,fsinito@mhmltd.com,ssinito@mhmltd.com
800000165,BLUFF PARK APTS                                   ,"100 Bluff Park, I",EUFAULA,AL,36027,31.8697605,-85.1531564,66,Billw@spm.net,eugenes@spm.net
800000169,BRADLEY HOMES #3                                  ,300 EXECUTIVE PKY,GREENVILLE,AL,36037,31.8467318,-86.6361135,30,blee@ballardcompanies.com,egillenwater@ballardcompanies.com
800000171,BRANCH CREEK APARTMENTS                           ,218 South Hine Street,ATHENS,AL,35611,34.8027744,-86.9852441,55,lesliew@spm.net,SusieB@spm.net
800000170,BRADLEY PARK                                      ,524 Gilbert Ferry Rd SE,ATTALLA,AL,35954,33.9982308,-86.10539589999999,40,ari@marvemgmt.com,adam@cpmginc.net
800000173,BRENT HILL APARTMENTS                             ,1800 SHELTON BEACH RD,MOBILE,AL,36618,30.7607991,-88.1287468,50,owner@fairstead.com,terrie.griffin@fairstead.com
800000174,BRENTWOOD PARK                                    ,131 Broadway Avenue,TALLADEGA,AL,35160,33.4530464,-86.1105274,50,jkittle@kittleproperties.com,phensley@kittleproperties.com
800000175,EASTRIDGE APARTMENTS                              ,215-221 Eastridge Apts.,GREENSBORO,AL,36744,32.7013175,-87.5774112,50,dtune@dalcormgt.com,dtune@dalcormgt.com
800000168,BRAD HMS FOR ELD #4                               ,2500 Montague St,Selma,AL,36701,32.4351346,-87.02793199999999,30,lbcb@yahoo.com,blee@ballardcompanies.com
800000177,BROOKWOOD PARK                                    ,912-2 West Main Street,Albertville,AL,35950,34.2702538,-86.22210969999999,35,dtune@dalcormgt.com,dtune@dalcormgt.com
800000178,BUCK and RICE MANOR                               ,215 BUCK AVENUE,UNIONTOWN,AL,36786,32.4512344,-87.5088203,30,utownpha@westal.net,utownpha@westal.net
800000182,CAMBRIDGE WEST APTS                               ,7561 ZEIGLER BLVD-K,MOBILE,AL,36608,30.7039636,-88.2191371,50,fsinito@mhmltd.com,sfrey@mhmltd.com
800000183,CAMELLIA GARDENS                                  ,265 EVELYN DR,MONTGOMERY,AL,36109,32.3852917,-86.2192477,50,jbglenn@aol.com,kdavis@mansermar.com
800000180,C.A.P.E.                                          ,696 Eleven Foot RD,CARBON HILL,AL,35549,33.8569739,-87.43414729999999,6,dale@nwamhc.com,amber.cagle@nwamhc.com
800000181,CAHABA  APARTMENTS                                ,101 Cahaba Rd,Uniontown,AL,36786,32.4436482,-87.5063184,25,jms@chlaw.com,Jeanettie.Singleton@spm.net
800000185,CAPITOL HEIGHTS PLACE                             ,135 S PANAMA ST,MONTGOMERY,AL,36107,32.3792902,-86.2741152,92,ericl@weldenfield.com,sonyac@spm.net
800000188,CATHEDRAL PLACE APTS.                             ,351 Conti St,Mobile,AL,36602,30.6897013,-88.04539470000002,192,dpatterson1@alcomgt.com,Wfoster1@alcomgt.com
800000187,ARC HOME (THE)                                    ,227 MCINTYRE AVENUE,JACKSON,AL,36545,31.5133009,-87.88740659999999,9,becky.adams@thearcofclarke.com,sonya.webb@thearcofclarke.com
800000172,BRENT GARDENS                                     ,57 STEELE ST Building 3,CENTREVILLE,AL,35042,32.9474573,-87.16160219999999,50,billw@spminc.com,billw@spm.net
800000191,CHEROKEE MANOR APARTMENTS                         ,394 NORTHWOOD DR,CENTRE,AL,35960,34.161612,-85.6533714,50,susieb@spm.net,SusieB@SPM.net
800000192,CHALKVILLE MANOR                                  ,101 Chalkville Manor Dr,Birmingham,AL,35215,33.642694,-86.6579009,50,margaret.hernandez@uaginc.com,adam@castleberryproperties.com
800000193,CHANTICLEER APTS                                  ,1200 WOODROW AVE,SELMA,AL,36701,32.4409177,-87.0226708,96,jbleiler@irmmgmt.com,CStuckey@themichaelsorg.com
800000197,CITY COURT I                                      ,411 S SPRING ST,Talladega,AL,35160,33.4313433,-86.1046085,16,derik@terricalynnsmith.com,marjeanllc@gmail.com
800000195,CHEROKEE BEND APTS                                ,4177 NEWSON RD BLDG 900,HUNTSVILLE,AL,35805,34.6901895,-86.62005049999999,50,rkaplan@overbrookam.com,bblack@providianinc.com
800000198,CITY COURT II                                     ,140 Broadway Avenue,TALLADEGA,AL,35160,33.4540942,-86.1102228,36,ari@marevmgmt.com,jacob@castleberryproperties.com
800000199,CLAIBORNE ARMS APTS                               ,5350 CAROL PLANTATION RD,MOBILE,AL,36582,30.57926579999999,-88.182486,72,swoodard@integraprop.com,GailG@spm.net
800000200,CLARA VERNER TOWERS                               ,101 Hackberry Lane,TUSCALOOSA,AL,35401,33.2214552,-87.5417561,200,pate@pateholdings.net,mcornelson@morrowrealty.com
800000189,CEDARS GREEN APTS                                 ,6015 Weaver Rd,Anniston,AL,36206,33.7271784,-85.81401369999999,50,Billw@spm.net,DeborahW@spm.net
800000203,COLUMBIA SQUARE TOWNE HOUSES                      ,3428 Cahaba Ct,RAINBOW CITY,AL,35906,33.961322,-86.0422323,100,fred@nbaffordable.com,brenda@tarantino.com
800000204,COMMUNITY CONCEPTS                                ,3417 A SANDNER COURT,HOMEWOOD,AL,35209,33.4721929,-86.78724969999999,7,Stewart@arcofcentralalabama.org,B.Greene@arcofcentralalabama.org
800000201,COLLEGE MANOR APARTMENTS                          ,1408-7 PIEDMONT CUTOFF,GADSDEN,AL,35903,34.00132110000001,-85.95578929999999,60,alfahousing@gmail.com,jacob@castleberryproperties.com
800000211,CREEKVIEW  MANOR APARTMENTS                       ,1962 ALABAMA HWY 20 W,TOWN CREEK,AL,35672,34.680487,-87.4166231,40,Kelly.Fowler@spm.net,JudyD@spm.net
800000206,CORDOVA PARK                                      ,674 Bevill Dr.,CORDOVA,AL,35550,33.7694003,-87.1795801,80,chervisisom@gmail.com,marc@leitmanperlman.com
800000205,COOSA BEND APTS                                   ,416 N 4TH PLACE,Gadsden,AL,35901,34.0207399,-86.0012663,50,ari@marvemgmt.com,cfuller@cpmginc.net
800000208,COURTVIEW TOWERS                                  ,201 PINE ST N,FLORENCE,AL,35630,34.7986995,-87.676602,195,owner@fairstead.com,terrie.griffin@Fairstead.com
800000215,Arbours at Demopolis Apartments                   ,1403 Highway 43 S,Demopolis,AL,36732,32.5017435,-87.81754099999999,80,steve@arborvalley.com,stephanie@arbourvalley.com
800000213,CRESTLINE HOMES                                   ,2724 34th Ave. N.,BIRMINGHAM,AL,35207,33.5567244,-86.81702519999999,33,bob@jbsmha.com,tbrown@jbsmha.com
800000216,CSP VILLAGE APTS.                                 ,"2700 McFarland Boulevard, East",TUSCALOOSA,AL,35401,33.1844626,-87.5297137,40,cburton@cspwal.com,SusieB@spm.net
800000221,DAPHNE GROUP HOME                                 ,513 MAIN ST,DAPHNE,AL,36526,30.5827374,-87.902997,10,robrogers@voase.org,bjohnson@voase.org
800000218,CULLMAN MANOR                                     ,463-469 Harmony Ln.,Cullman,AL,35055,34.1592967,-86.8413817,50,do@oakleygroup.com,sridgeway@providianinc.com
800000222,DAUGETTE TOWERS                                   ,700 FORREST AVE,GADSDEN,AL,35901,34.0144291,-86.00847089999999,100,jpaski@ireimpact.com,bbiersdorfer@arnoldgrounds.com
800000217,NESMITH PARK APARTMENTS                           ,207 MCNABB ROAD,CULLMAN,AL,35055,34.1745776,-86.8612225,53,nesmithparkmgr@smp.net,Leslie.warren@spm.net
800000219,DALEVILLE MANOR                                   ,1 Donnell Boulevard,DALEVILLE,AL,36322,31.307596,-85.7090582,20,billw@spm.com,deborahw@spm.net
800000223,Dauphin North Apartments                          ,3250 DAUPHIN ST,MOBILE,AL,36606,30.69149789999999,-88.1225688,223,byran.shumway@wishrockgroup.com,marvin.dismukes@royalmgmt.com
800000212,CREPE MYRTLE VILLAGE                              ,212 THE TRAILS,BREWTON,AL,36426,31.1413543,-87.0723727,38,robrogers@voase.org,bjohnson@voase.org
800000224,DECATUR VOA LIVING CENTER                         ,1311 CEDAR ST SW,DECATUR,AL,35601,34.5698559,-87.00754049999999,7,robrogers@voase.org,bjohnson@voase.org
800000226,DEER PARK APARTMENTS                              ,212 16TH PL,BIRMINGHAM,AL,35211,33.4929837,-86.864341,59,ari@marevmgmt.com,cfuller@cpmginc.net
800000228,DEERFIELD APARTMENTS                              ,4001 Williams Ave N. E.,FORT PAYNE,AL,35967,34.4801303,-85.68269240000001,64,billw@spm.net,lamart@spm.net
800000227,DEER RUN                                          ,ROUTE 4,ABBEVILLE,AL,36310,31.5718352,-85.2504893,35,mwrealty@snowhill.com,kmilton@mwalding.com
800000225,Saddlewood Apartments                             ,2400-4 DEERFIELD DR,NORTHPORT,AL,35476,33.2345114,-87.6275845,98,dmorrow@morrowrealty.com,davidm@morrowrealty.com
800000231,DICKENS FERRY APTS                                ,6551 Dickens Ferry Rd. - Rental Office,MOBILE,AL,36608,30.6882747,-88.19458019999999,80,ari@everestequities.com,ari@everestequities.com
800000230,DEVILLE PLACE                                     ,7744 1ST AVE S,BIRMINGHAM,AL,35206,33.561635,-86.72601329999999,22,rcraig@jbsmha.com,erose@jbsmha.com
800000232,DOGWOOD APARTMENTS                                ,224 Tammy Street SW,DECATUR,AL,35603,34.5475315,-86.9847467,60,Bill.Welden@spm.net,alex.roby@spm.net
800000234,DRIFTWOOD ACRES                                   ,3900 Martin Court,MOBILE,AL,36605,30.59124479999999,-88.06789769999999,40,fsinito@mhmltd.com,sfrey@mhmltd.com
800000229,DENNIS BYNUM                                      ,619 - A Woodmeadow Street,ONEONTA,AL,35121,33.9546777,-86.4689934,43,jodie@fosheeresidential.com,kimberly.rider@fosheeresidential.com
800000235,DUBLIN VILLAGE                                    ,106 WEST DUBLIN DR.,MADISON,AL,35758,34.6805745,-86.755082,58,ggirten@voa.org,mweathers@voase.org
800000237,NORTHFORK  APARTMENTS                             ,709 CARY ST,EVERGREEN,AL,36401,31.4323098,-86.9436453,37,andrewdavis@asmauburn.com,bettyecooksey@asmauburn.com
800000236,E. D. NIXON APARTMENTS                            ,2010 Nixon St.,Tuskegee,AL,36083,32.430237,-85.7077266,42,seashainc@aol.com,seashainc@aol.com
800000239,EAST ALABAMA GROUP HOME                           ,601 MARION AVE,OPELIKA,AL,36801,32.634682,-85.37950099999999,13,jamie.herren@eamhc.org,marcy.daugherty@eastalabamamhc.org
800000241,EASTWOOD APARTMENTS                               ,"106 Giles Street, Bldg. 109",HEFLIN,AL,36264,33.638386,-85.59187779999999,36,Billw@spm.net,tskellie@spm.net
800000240,EAST LAKE HOUSE                                   ,7901 FIRST AVE S,BIRMINGHAM,AL,35206,33.5636419,-86.72389969999999,66,susieb@spm.net,susieb@spm.net
800000238,EASEHOUSE APARTMENTS                              ,1300 COMMERCE Drive,AUBURN,AL,36830,32.6330153,-85.44047839999999,100,james.carmichael@st-residential.com,keith.acton@st-residential.com
800000242,EDMOND ESTATES                                    ,1302 6TH PL S,PHENIX CITY,AL,36869,32.4350505,-85.0083634,120,chaikel@pfholdingsllc.com,lclay@wogangroup.com
800000243,ELIZABETH WRIGHT APTS.                            ,5201 W. ALABAMA CHRISTIAN DR,MONTGOMERY,AL,36109,32.38413500000001,-86.2201754,101,bhilyer@faulkner.edu,gleduc@mansermar.com
800000244,ELMWOOD APTS                                      ,1410 EAST ELM ST,ATHENS,AL,35611,34.8171113,-86.9491405,80,rkelly@nfahs.com,FM.Compliance@Fairstead.com
800000246,EPISCOPAL KYLE HOME                               ,929 CHESTNUT ST,GADSDEN,AL,35901,34.0143426,-86.01552939999999,10,office@kylehome.org,office@kylehome.org
800000248,EPISCOPAL PLACE II                                ,1100 S 26TH ST,BIRMINGHAM,AL,35205,33.5039179,-86.78799169999999,41,Sonya.Carter@spm.net,sonya.carter@spm.net
800000247,EPISCOPAL PLACE                                   ,1112 26TH ST S,BIRMINGHAM,AL,35205,33.5036338,-86.7877244,100,susieb@spm.net,susieb@spm.net
800000249,EPWORTH HOUSE                                     ,2500 FRANKLIN ST,SELMA,AL,36703,32.4340763,-87.01959149999999,48,ssimpson@methodisthomes.org,rlawler@methodisthomes.org
800000251,EVERGREEN RETIREMENT CENTER                       ,550 RURAL ST,EVERGREEN,AL,36401,31.4375709,-86.9626061,50,mmr7214@mchsi.com,mmr7214@mchsi.com
800000250,EUTAW ELDERLY VILLAGE                             ,321 Tuscaloosa St,Eutaw,AL,35462,32.8410823,-87.8825339,30,jzippert@aol.com,cmgff@aol.com
800000252,Fuqua-Walding Apartments II                       ,1525 MIXON SCHOOL RD,OZARK,AL,36360,31.431387,-85.6453334,36,kmilton@mwalding.com,kmilton@mwalding.com
800000255,FARRINGTON APARTMENTS                             ,801-811 CREEK LANE,BIRMINGHAM,AL,35215,33.6603453,-86.6674651,104,sembry@habd.net,cfuller@cpmginc.net
800000253,FAIR PARK APARTMENTS                              ,4742 - 4748 COURT V,BIRMINGHAM,AL,35208,33.4923272,-86.8756479,20,ari@marvemgmt.com,cfuller@cpmginc.net
800000258,ALSTON COURT                                      ,1000 S. Alston Street,FOLEY,AL,36535,30.3960613,-87.6853553,21,robrogers@voase.org,psimpson@voase.org
800000257,FLORALA HOMES                                     ,612 Dennis Gordon Dr.-100,FLORALA,AL,36442,31.0049571,-86.3154727,42,Tstuckey@bellsouth.net,tstuckey@bellsouth.net
800000259,FOREST HILLS VILLAGE APARTMENTS                   ,2608 - 2521 TEMPEST DRIVE,BIRMINGHAM,AL,35211,33.4561554,-86.865534,152,josh@hwdevllc.com,Erica.Starnes@spm.net
800000261,FORRESTER GARDENS                                 ,1350 37TH ST E,TUSCALOOSA,AL,35401,33.1757806,-87.5180249,152,jonathan@nbaffordable.com,dwilliams@lynd.com
800000245,PORT MAYACA TERRACE                               ,1225 JAMES DR,ENTERPRISE,AL,36330,31.324211,-85.83556,30,robrogers@voase.org,bjohnson@voase.org
800000262,FOUR WINDS EAST                                   ,617 39TH ST S,BIRMINGHAM,AL,35222,33.5194652,-86.7736274,14,jreynolds@navigatehousing.com,jreynolds@navigatehousing.com
800000267,FRIENDSHIP HALL                                   ,1116 S. HULL STREET,MONTGOMERY,AL,36104,32.3631481,-86.30341179999999,18,stuart@bearlumber.com,dleslie@carastar.org
800000266,FOXWOOD VILLAGE                                   ,101C FOXWOOD DR,ANDALUSIA,AL,36420,31.3211195,-86.4969977,50,info@sodvco.com,jodie@sodvco.com
800000263,FOUR WINDS WEST                                   ,1301 MONROE AVE SW,BIRMINGHAM,AL,35211,33.4972598,-86.8586277,62,fsinito@mhmltd.com,sfrey@mhmltd.com
800000269,GENESIS HOUSE                                     ,2107 9TH AVE,HALEYVILLE,AL,35565,34.2286326,-87.6235803,9,dale@nwamhc.com,ashley.self@nwamhc.com
800000268,FUQUA -  WALDING APARTMENTS                       ,1525 MIXON SCHOOL RD,OZARK,AL,36360,31.431387,-85.6453334,24,kmilton@mwalding.com,kmilton@mwalding.com
800000272,GIRBY ROAD APARTMENTS                             ,5200 GIRBY ROAD,MOBILE,AL,36693,30.6185335,-88.1626794,21,psimpson@voase.org,bjohnson@voase.org
800000271,GERRY FULLAN HOUSE                                ,5224 GEORGIA RD,BIRMINGHAM,AL,35212,33.5412903,-86.75764009999999,10,stewart@arcofcentralalabama.org,dallas.vice@arcofcentralalabama.org
800000270,GENEVA RETIREMENT CENTER                          ,10 BRIARCLIFF RD,GENEVA,AL,36340,31.050241,-85.89679459999999,40,kmilton@mwalding.com,kmilton@mwalding.com
800000274,OAKWOOD APARTMENTS                                ,3406 DALE AVE,OPELIKA,AL,36801,32.6370579,-85.42944659999999,36,billw@spm.net,BillW@spm.net
800000278,HEADLAND RETIREMENT CENTER                        ,112 W. Church St.,HEADLAND,AL,36345,31.3506288,-85.3465616,20,kmilton@mwalding.com,janet.walding@mwalding.com
800000276,GREENWOOD HOMES                                   ,508 15th St N,Pell City,AL,35125,33.5918347,-86.28753789999999,11,tbrown@jbsmha.com,erose@jbsmha.com
800000277,GRESHAM HILLS                                     ,200 Gresham Hills Court,FLORENCE,AL,35630,34.8481868,-87.6604114,41,Leslie.warren@spm.net,susieb@spminc.cc
800000279,HALLS MILL VOA LIVING CENTER                      ,4796 HALLS MILL RD,MOBILE,AL,36693,30.6143457,-88.15219069999999,7,robrogersl@voase.org,wdavis@voase.org
800000282,HARC III                                          ,3012 Firefighter Lane,HOMEWOOD,AL,35209,33.4771989,-86.7900587,30,stewart@arcofjeff.com,stewart@arcofjeff.com
800000280,HANDI ENVIR LIVING PROG                           ,2820 MILTON RD,MONTGOMERY,AL,36110,32.4254304,-86.289166,15,twrmrraa1@aol.com,kjohn15755@aol.com
800000281,HARC I                                            ,1217 MONROE AVE SW,BIRMINGHAM,AL,35211,33.4984484,-86.85679669999999,50,stewart@arcofcentralalabama.org,rcraig@jbsmha.com
800000283,HARC IV                                           ,1238 BLUE RIDGE BLVD,BIRMINGHAM,AL,35216,33.4277394,-86.8223029,10,stewart@arcofcentralalabama.org,dallas.vice@arcofcentralalabama.org
800000284,HARRISON COURT APTS.                              ,1110-2 RFD 1,VERNON,AL,35592,33.7570541,-88.1089185,50,vernonhousing1@gmail.com,vernonha@centurytel.net
800000285,HARTSELLE GROUP HOME                              ,1557 HIGHWAY 31 N W,HARTSELLE,AL,35640,34.4584222,-86.94766849999999,10,robrogers@voase.org,bjohnson@voase.org
800000286,HEADLAND APARTMENTS                               ,100 EAST MAIN COURT,HEADLAND,AL,36345,31.3541363,-85.3394229,25,kmilton@mwalding.com,kmilton@mwalding.com
800000287,HEATHERWOOD APARTMENTS                            ,504-M Mars Hill Rd.,FLORENCE,AL,35630,34.8345057,-87.6728373,40,rkelly@nfahs.com,terrie.griffin@fairstead.com
800000288,HEFLIN OAKS                                       ,324 Almon St,Heflin,AL,36264,33.6465332,-85.59070249999999,28,dtune@dalcormgt.com,dtune@dalcormgt.com
800000297,HILLABEE TOWERS                                   ,803 TALLAPOOSA STREET,ALEXANDER CITY,AL,35010,32.9439249,-85.94481499999999,78,tommies@brecdevelopment.com, 
800000294,HIGHLAND MANOR                                    ,2040 S HIGHLAND AVE,BIRMINGHAM,AL,35205,33.5000951,-86.7943772,111,billw@spm.net,bill.welden@spm.net
800000290,HERMITAGE KNOLL APTS                              ,1271 Hermitage Drive,FLORENCE,AL,35630,34.820186,-87.670267,24,granwassie@att.net,eugenes@spm.net
800000292,HERMITAGE PLACE APARTMENTS                        ,1235 HERMITAGE DR,FLORENCE,AL,35630,34.8204349,-87.6712819,60,elirootman@aim.com,kellyf@spm.net
800000291,HERMITAGE OAKS                                    ,1275 HERMITAGE DR,FLORENCE,AL,35630,34.821255,-87.67072399999999,50,susieb@spm.net,bettyj@spm.net
800000298,HILLCREST APTS                                    ,161 Hillcrest Street,TALLASSEE,AL,36078,32.5577978,-85.9230237,50,abballard@ballardcompanies.com,blee@ballardcompanies.com
800000301,HOBSON CITY APTS                                  ,1100 MARTIN LUTHER KING DR,ANNISTON,AL,36201,33.619585,-85.8514929,24,gfortner@annistonhousing.org,tlloyd@annistonhousing.org
800000299,HILLTOP APARTMENTS                                ,19619 Wilters St. 2,ROBERTSDALE,AL,36567,30.5533534,-87.6893841,36,rshelley21@gmail.com,compliance@vicinialiving.com
800000303,HORIZON HOMES                                     ,4201 5th Avenue South,BIRMINGHAM,AL,35222,33.5229273,-86.7698069,21,bob@jbsmha.com,tbrown@jbsmha.com
800000305,HUNTSVILLE SUMMIT                                 ,111 Walker AVE,HUNTSVILLE,AL,35801,34.7361789,-86.5858878,101,mgodwin@ambling.com,tracy.schroeder@mayfairmgt.com
800000307,INGLE MANOR                                       ,102 INGLE DR,Oneonta,AL,35121,33.9544691,-86.4687819,40,jodie@fosheeresidential.com,kimberly.rider@fosheeresidential.com
800000306,"MAGNOLIA GARDENS, III                             ",106 S. CEDAR ST,FLORENCE,AL,35630,34.7984719,-87.6784629,21,fifty2ford@aol.com,rrichardson@flohousing.org
800000304,HUNTSVILLE ADVENTIST APARTMENTS                   ,3409 NW VENONA AVE,HUNTSVILLE,AL,35810,34.7680971,-86.595739,76,Dr.Lee@firstsdachurch.com,Emerritt@elmingtonpm.com
800000308,HILLWOOD                                          ,210 North Elm Avenue,SYLACAUGA,AL,35150,33.1708355,-86.25784639999999,15,kallen2@altapointe.org,hudcommunications@altapointe.org
800000309,ISLE PARKWAY APTS.                                ,1622 LEVENE RD,MOBILE,AL,36605,30.6141466,-88.074827,48,gailg@spm.net,bettyj@spm.net
800000311,EAST ELDERLY VILLAGE                              ,1110 24TH ST. SE,JASPER,AL,35501,33.827868,-87.26125739999999,50,jasperhousingauthority@gmail.com,jasperhousingauthority@gmail.com
800000312,JASPER GROUP HOME                                 ,9670 Smith Lake Dam Rd,Jasper,AL,35504,33.923749,-87.1032043,8,willlenahan@yahoo.com,maryk@nwamhc.com
800000313,MARLAND APTS.                                     ,"2727 E JEFFERSON AVE, SW",BIRMINGHAM,AL,35211,33.4732166,-86.87865980000001,40,fsinito@mhmltd.com,sfrey@mhmltd.com
800000310,JANMAR APTS                                       ,1509 2nd Court West,BIRMINGHAM,AL,35204,33.5038984,-86.8617744,20,ari@marvemgmt.com,cfuller@cpmginc.net
800000233,MEDICAL CENTER TERRACE                            ,305 SIXTH AVE BLDG G,Dothan,AL,36301,31.2190518,-85.37384259999999,52,sgroberts@gmail.com,kferrell@regencymultifamily.com
800000315,JEFFERSON PLACE                                   ,510 S. SCOTT STREET,MOBILE,AL,36603,30.6772712,-88.051231,32,fsinito@mhmltd.com,sfrey@mhmltd.com
800000314,JEFFERSON DAVIS APTS                              ,344 MONTGOMERY ST,MONTGOMERY,AL,36104,32.376013,-86.3127054,98,laborde@gchp.net,cbrown@gchp.net
800000320,KATHERINE VICKERY GROUP HOME                      ,1105 LAY DAM RD,CLANTON,AL,35045,32.8563372,-86.6226282,11,bbyrd@centralalabamawellness.org,rcurry@centralalabamawellness.org
800000321,KAULTON CIRCLE APARTMENTS                         ,2725 26TH ST,TUSCALOOSA,AL,35401,33.1890942,-87.5712344,5,esides@cspwal.com,hsiavelis@cspwal.com
